Player,Team,GP,W,L,MIN,PassesMade,PassesReceived,AST,SecondaryAST,PotentialAST,AST PTSCreated...13,ASTAdj,AST ToPass%,AST ToPass% Adj,game_date
Reggie Jackson,DET,1,0,1,32.3,54,69,2,0,12,7,3,3.7,5.6,02%2F06%2F2016
Richard Jefferson,CLE,1,1,0,9.8,8,7,0,0,1,2,1,0,12.5,02%2F06%2F2016
Ricky Rubio,MIN,1,1,0,31.7,66,66,6,0,6,12,6,9.1,9.1,02%2F06%2F2016
Robert Covington,PHI,1,1,0,26.2,24,18,1,0,4,2,1,4.2,4.2,02%2F06%2F2016
Robert Sacre,LAL,1,0,1,13.5,11,8,0,0,0,0,0,0,0,02%2F06%2F2016
Rodney Hood,UTA,1,1,0,35.1,38,55,1,0,4,3,2,2.6,5.3,02%2F06%2F2016
Roy Hibbert,LAL,1,0,1,8.1,5,3,0,0,2,0,0,0,0,02%2F06%2F2016
Rudy Gobert,UTA,1,1,0,34.7,50,32,2,0,4,4,2,4,4,02%2F06%2F2016
Russell Westbrook,OKC,1,0,1,37.4,54,77,12,0,17,32,15,22.2,27.8,02%2F06%2F2016
Ryan Anderson,NOP,1,0,1,26.6,22,23,2,1,1,5,3,9.1,13.6,02%2F06%2F2016
Ryan Hollins,MEM,1,0,1,9,5,4,0,0,0,0,0,0,0,02%2F06%2F2016
Salah Mejri,DAL,1,1,0,4.3,3,1,0,0,1,0,0,0,0,02%2F06%2F2016
Serge Ibaka,OKC,1,0,1,35.8,14,12,0,0,1,0,0,0,0,02%2F06%2F2016
Shabazz Muhammad,MIN,1,1,0,15.1,10,12,3,1,2,6,4,30,40,02%2F06%2F2016
Shane Larkin,BKN,1,0,1,26.3,53,55,2,0,6,9,5,3.8,9.4,02%2F06%2F2016
Shaun Livingston,GSW,1,1,0,15.5,25,31,2,0,3,5,2,8,8,02%2F06%2F2016
Solomon Hill,IND,1,1,0,6.9,7,7,2,0,2,4,2,28.6,28.6,02%2F06%2F2016
Sonny Weems,PHX,1,0,1,5.8,7,6,0,0,0,0,0,0,0,02%2F06%2F2016
Spencer Hawes,CHA,1,1,0,18.2,14,19,0,1,4,0,1,0,7.1,02%2F06%2F2016
Stanley Johnson,DET,1,0,1,37.8,49,45,3,0,7,9,3,6.1,6.1,02%2F06%2F2016
Stephen Curry,GSW,1,1,0,37.7,73,92,10,4,20,25,16,13.7,21.9,02%2F06%2F2016
Steven Adams,OKC,1,0,1,33.2,46,19,1,0,2,2,1,2.2,2.2,02%2F06%2F2016
T.J. McConnell,PHI,1,1,0,28.1,54,63,6,0,13,14,6,11.1,11.1,02%2F06%2F2016
Taj Gibson,CHI,1,0,1,31.8,39,28,3,0,1,6,3,7.7,7.7,02%2F06%2F2016
Tarik Black,LAL,1,0,1,17,15,6,0,0,0,0,0,0,0,02%2F06%2F2016
Tayshaun Prince,MIN,1,1,0,12.3,9,7,0,0,2,0,0,0,0,02%2F06%2F2016
Thaddeus Young,BKN,1,0,1,39,70,50,3,0,5,7,3,4.3,4.3,02%2F06%2F2016
Thomas Robinson,BKN,1,0,1,14.2,13,8,1,0,2,2,1,7.7,7.7,02%2F06%2F2016
Tim Frazier,NOP,1,1,0,15.5,20,26,1,0,1,2,2,5,10,02%2F06%2F2016
Timofey Mozgov,CLE,1,1,0,22.2,22,13,1,0,2,3,1,4.5,4.5,02%2F06%2F2016
Toney Douglas,NOP,1,0,1,13.6,12,17,1,0,3,2,1,8.3,8.3,02%2F06%2F2016
Tony Allen,MEM,1,0,1,17.3,19,8,0,0,0,0,0,0,0,02%2F06%2F2016
Tony Parker,SAS,1,1,0,25.8,41,58,4,1,7,9,5,9.8,12.2,02%2F06%2F2016
Tony Snell,CHI,1,0,1,10.1,8,10,0,0,1,0,0,0,0,02%2F06%2F2016
Trevor Ariza,HOU,1,0,1,33.5,43,29,0,1,3,0,2,0,4.7,02%2F06%2F2016
Trevor Booker,UTA,1,1,0,25.9,44,35,1,0,2,3,1,2.3,2.3,02%2F06%2F2016
Trey Lyles,UTA,1,1,0,5,13,7,0,0,2,0,0,0,0,02%2F06%2F2016
Tristan Thompson,CLE,1,1,0,32.9,35,17,1,0,1,3,1,2.9,2.9,02%2F06%2F2016
Ty Lawson,IND,1,0,1,16.8,26,28,0,1,4,1,2,0,7.7,02%2F06%2F2016
Tyson Chandler,PHX,1,0,1,24.8,41,26,0,0,3,2,1,0,2.4,02%2F06%2F2016
Vince Carter,MEM,1,0,1,13.7,18,11,0,0,2,2,1,0,5.6,02%2F06%2F2016
Wayne Ellington,BKN,1,0,1,24.1,15,21,0,0,0,0,0,0,0,02%2F06%2F2016
Wesley Matthews,DAL,1,1,0,30.3,28,30,2,1,4,5,3,7.1,10.7,02%2F06%2F2016
Zach LaVine,MIN,1,1,0,35.7,31,43,3,2,3,6,5,9.7,16.1,02%2F06%2F2016
Zach Randolph,MEM,1,0,1,35.6,36,37,2,0,4,5,2,5.6,5.6,02%2F06%2F2016
Zaza Pachulia,DAL,1,1,0,30.7,44,27,2,0,5,7,3,4.5,6.8,02%2F06%2F2016
Aaron Gordon,ORL,1,1,0,33.9,46,28,4,0,6,10,4,8.7,8.7,02%2F07%2F2016
Al Horford,ATL,1,0,1,34.9,50,46,6,1,9,16,7,12,14,02%2F07%2F2016
Amar'e Stoudemire,MIA,1,0,1,15.6,19,14,1,0,2,3,1,5.3,5.3,02%2F07%2F2016
Amir Johnson,BOS,1,1,0,19.4,35,22,4,0,6,10,4,11.4,11.4,02%2F07%2F2016
Arron Afflalo,NYK,1,0,1,40,43,39,3,1,12,9,5,7,11.6,02%2F07%2F2016
Avery Bradley,BOS,1,1,0,34.1,25,33,3,0,5,9,4,12,16,02%2F07%2F2016
Beno Udrih,MEM,1,0,1,13.3,22,26,2,0,4,5,2,9.1,9.1,02%2F07%2F2016
Carmelo Anthony,NYK,1,0,1,34.9,49,65,7,1,14,18,10,14.3,20.4,02%2F07%2F2016
Channing Frye,CLE,1,1,0,14.1,22,17,0,0,1,0,0,0,0,02%2F07%2F2016
Chris Bosh,MIA,1,0,1,32,31,42,2,0,3,7,3,6.5,9.7,02%2F07%2F2016
Chris Paul,LAC,1,1,0,34,54,76,7,1,23,25,12,13,22.2,02%2F07%2F2016
Cole Aldrich,LAC,1,1,0,13.3,22,12,1,0,1,2,1,4.5,4.5,02%2F07%2F2016
Danilo Gallinari,DEN,1,1,0,36.6,24,30,1,1,6,2,2,4.2,8.3,02%2F07%2F2016
Darren Collison,SAC,1,0,1,28.5,40,45,4,1,9,9,5,10,12.5,02%2F07%2F2016
DeAndre Jordan,LAC,1,1,0,34.6,43,15,3,0,1,0,0,7,0,02%2F07%2F2016
DeMarcus Cousins,SAC,1,0,1,36,52,66,6,1,12,13,7,11.5,13.5,02%2F07%2F2016
Dennis Schroder,ATL,1,0,1,13.3,24,33,1,0,3,5,2,4.2,8.3,02%2F07%2F2016
Derrick Williams,NYK,1,0,1,13.3,17,19,0,0,3,0,0,0,0,02%2F07%2F2016
Dwyane Wade,MIA,1,0,1,32.2,34,55,3,1,11,10,5,8.8,14.7,02%2F07%2F2016
Elfrid Payton,ORL,1,1,0,32.6,70,76,12,1,19,28,14,17.1,20,02%2F07%2F2016
Emmanuel Mudiay,DEN,1,1,0,31.8,53,69,9,0,15,17,8,17,15.1,02%2F07%2F2016
Evan Fournier,ORL,1,1,0,42.8,45,52,1,1,8,2,2,2.2,4.4,02%2F07%2F2016
Evan Turner,BOS,1,1,0,26.9,48,51,9,0,11,22,9,18.8,18.8,02%2F07%2F2016
Gary Harris,DEN,1,1,0,40.2,20,21,3,0,8,11,5,15,25,02%2F07%2F2016
Gerald Green,MIA,1,0,1,28.8,16,15,0,0,3,0,0,0,0,02%2F07%2F2016
Goran Dragic,MIA,1,0,1,34.7,65,72,5,2,9,10,7,7.7,10.8,02%2F07%2F2016
Hassan Whiteside,MIA,1,0,1,16.9,20,11,0,0,1,0,0,0,0,02%2F07%2F2016
Isaiah Thomas,BOS,1,1,0,28.4,53,64,9,0,9,21,9,17,17,02%2F07%2F2016
JJ Redick,LAC,1,1,0,32.2,20,31,1,0,3,5,2,5,10,02%2F07%2F2016
Jae Crowder,BOS,1,1,0,31.3,27,23,3,0,3,8,4,11.1,14.8,02%2F07%2F2016
Jamal Crawford,LAC,1,1,0,34.3,24,43,2,0,3,4,2,8.3,8.3,02%2F07%2F2016
James Anderson,SAC,1,0,1,17.8,15,15,0,1,0,0,1,0,6.7,02%2F07%2F2016
Jared Sullinger,BOS,1,1,0,23.2,27,29,1,0,3,2,1,3.7,3.7,02%2F07%2F2016
Jason Smith,ORL,1,1,0,13.2,17,15,0,0,0,0,0,0,0,02%2F07%2F2016
Jeff Teague,ATL,1,0,1,34.7,56,75,5,1,11,9,5,8.9,8.9,02%2F07%2F2016
Jerian Grant,NYK,1,0,1,11.4,20,19,3,0,5,8,3,15,15,02%2F07%2F2016
Joffrey Lauvergne,DEN,1,1,0,28.9,32,23,1,0,1,0,0,3.1,0,02%2F07%2F2016
Jonas Jerebko,BOS,1,1,0,10,14,9,0,0,0,0,0,0,0,02%2F07%2F2016
Jose Calderon,NYK,1,0,1,29.9,57,59,3,0,12,8,3,5.3,5.3,02%2F07%2F2016
Justise Winslow,MIA,1,0,1,26.6,26,13,0,1,2,0,1,0,3.8,02%2F07%2F2016
Jusuf Nurkic,DEN,1,1,0,7.3,15,10,0,0,1,0,0,0,0,02%2F07%2F2016
Kelly Olynyk,BOS,1,1,0,16.5,25,19,0,0,1,0,0,0,0,02%2F07%2F2016
Kenneth Faried,DEN,1,1,0,26.2,34,26,0,1,2,2,2,0,5.9,02%2F07%2F2016
Kent Bazemore,ATL,1,0,1,32.8,48,53,1,1,4,2,2,2.1,4.2,02%2F07%2F2016
Kevin Seraphin,NYK,1,0,1,9.5,11,6,1,0,1,2,1,9.1,9.1,02%2F07%2F2016
Kosta Koufos,SAC,1,0,1,21.2,16,12,2,0,1,5,2,12.5,12.5,02%2F07%2F2016
Kristaps Porzingis,NYK,1,0,1,34.6,54,50,2,1,1,2,2,3.7,3.7,02%2F07%2F2016
Kyle Korver,ATL,1,0,1,34.6,31,29,2,0,5,5,2,6.5,6.5,02%2F07%2F2016
Kyle O'Quinn,NYK,1,0,1,4.1,6,5,0,0,0,0,0,0,0,02%2F07%2F2016
Lance Stephenson,MEM,1,1,0,17.6,15,19,1,0,4,4,2,6.7,13.3,02%2F07%2F2016
Langston Galloway,NYK,1,0,1,20.8,31,34,0,1,6,0,2,0,6.5,02%2F07%2F2016
Lou Amundson,NYK,1,0,1,2.1,4,4,0,0,0,0,0,0,0,02%2F07%2F2016
Luc Mbah a Moute,LAC,1,1,0,20.3,10,5,0,0,1,0,0,0,0,02%2F07%2F2016
Luol Deng,MIA,1,0,1,39.9,32,17,1,0,2,3,1,3.1,3.1,02%2F07%2F2016
Marco Belinelli,SAC,1,0,1,37.7,34,39,2,1,5,8,4,5.9,11.8,02%2F07%2F2016
Marcus Smart,BOS,1,1,0,28.6,36,38,4,0,7,9,4,11.1,11.1,02%2F07%2F2016
Mario Hezonja,ORL,1,1,0,14.2,18,21,2,0,3,4,2,11.1,11.1,02%2F07%2F2016
Mike Miller,DEN,1,1,0,5.1,4,3,0,0,1,0,0,0,0,02%2F07%2F2016
Mike Muscala,ATL,1,0,1,11,22,16,1,0,2,2,1,4.5,4.5,02%2F07%2F2016
Mike Scott,ATL,1,0,1,15.3,26,15,2,0,2,6,2,7.7,7.7,02%2F07%2F2016
Nikola Jokic,DEN,1,1,0,18.6,28,25,0,0,1,0,0,0,0,02%2F07%2F2016
Nikola Vucevic,ORL,1,1,0,34.8,51,53,2,1,5,6,3,3.9,5.9,02%2F07%2F2016
Omri Casspi,SAC,1,0,1,29.4,41,34,3,0,3,7,3,7.3,7.3,02%2F07%2F2016
Pablo Prigioni,LAC,1,1,0,14.1,32,27,2,0,3,5,2,6.3,6.3,02%2F07%2F2016
Paul Millsap,ATL,1,0,1,34.4,51,45,2,1,6,6,3,3.9,5.9,02%2F07%2F2016
Paul Pierce,LAC,1,1,0,21.9,16,16,0,0,0,0,0,0,0,02%2F07%2F2016
Quincy Acy,SAC,1,0,1,3.2,6,3,0,0,1,0,0,0,0,02%2F07%2F2016
Rajon Rondo,SAC,1,0,1,39,103,95,15,2,26,36,19,14.6,18.4,02%2F07%2F2016
Randy Foye,OKC,1,1,0,16.8,26,27,1,0,8,10,5,3.8,19.2,02%2F07%2F2016
Robin Lopez,NYK,1,0,1,30,27,16,0,1,1,3,2,0,7.4,02%2F07%2F2016
Sasha Vujacic,NYK,1,0,1,9.5,10,13,0,0,0,0,0,0,0,02%2F07%2F2016
Seth Curry,SAC,1,0,1,4,2,2,0,0,0,0,0,0,0,02%2F07%2F2016
Shabazz Napier,ORL,1,1,0,10,16,16,0,0,5,0,0,0,0,02%2F07%2F2016
Thabo Sefolosha,ATL,1,0,1,17.8,19,15,1,0,2,2,1,5.3,5.3,02%2F07%2F2016
Tim Hardaway Jr.,ATL,1,0,1,11.2,6,6,1,1,2,3,2,16.7,33.3,02%2F07%2F2016
Tyler Zeller,BOS,1,1,0,21.6,24,26,1,0,2,2,1,4.2,4.2,02%2F07%2F2016
Victor Oladipo,ORL,1,1,0,44.4,53,60,3,0,5,7,3,5.7,5.7,02%2F07%2F2016
Wesley Johnson,LAC,1,1,0,17.7,22,14,0,1,0,0,1,0,4.5,02%2F07%2F2016
Will Barton,DEN,1,1,0,28.6,31,33,5,0,7,11,5,16.1,16.1,02%2F07%2F2016
Willie Cauley-Stein,SAC,1,0,1,23.3,17,15,0,0,1,0,0,0,0,02%2F07%2F2016
Aaron Brooks,CHI,1,0,1,19.5,39,51,4,0,9,12,5,10.3,12.8,02%2F08%2F2016
Aaron Gordon,ORL,1,1,0,28.4,31,17,3,0,3,6,3,9.7,9.7,02%2F08%2F2016
Adreian Payne,MIN,1,0,1,11.1,11,6,1,0,1,2,1,9.1,9.1,02%2F08%2F2016
Al Horford,ATL,1,0,1,39.2,40,42,3,0,7,9,4,7.5,10,02%2F08%2F2016
Al-Farouq Aminu,POR,1,1,0,40,26,19,3,0,4,7,3,11.5,11.5,02%2F08%2F2016
Alex Len,PHX,1,0,1,22.5,27,13,2,0,3,4,2,7.4,7.4,02%2F08%2F2016
Alexis Ajinca,NOP,1,1,0,16.5,17,7,0,0,0,0,0,0,0,02%2F08%2F2016
Allen Crabbe,POR,1,1,0,20.7,16,17,0,0,1,0,0,0,0,02%2F08%2F2016
Alonzo Gee,NOP,1,1,0,12.5,8,6,1,0,1,3,1,12.5,12.5,02%2F08%2F2016
Anderson Varejao,GSW,1,1,0,8.8,9,7,0,0,1,0,0,0,0,02%2F08%2F2016
Andre Drummond,DET,1,0,1,30.2,22,21,2,0,5,6,2,9.1,9.1,02%2F08%2F2016
Andre Miller,SAS,1,0,1,5.3,12,12,0,0,2,0,1,0,8.3,02%2F08%2F2016
Andrew Wiggins,MIN,1,0,1,31.1,23,37,2,0,4,7,3,8.7,13,02%2F08%2F2016
Anthony Bennett,TOR,1,1,0,1.8,3,2,0,0,0,0,0,0,0,02%2F08%2F2016
Anthony Brown,LAL,1,0,1,4.4,3,4,0,0,1,0,0,0,0,02%2F08%2F2016
Anthony Davis,NOP,1,1,0,31.2,39,42,1,0,2,2,1,2.6,2.6,02%2F08%2F2016
Anthony Morrow,OKC,1,1,0,3.5,1,3,0,0,0,0,0,0,0,02%2F08%2F2016
Anthony Tolliver,DET,1,0,1,20.2,31,20,0,1,1,0,1,0,3.2,02%2F08%2F2016
Archie Goodwin,PHX,1,0,1,42.1,71,86,7,1,7,14,8,9.9,11.3,02%2F08%2F2016
Aron Baynes,DET,1,0,1,17.8,16,22,3,0,5,8,3,18.8,18.8,02%2F08%2F2016
Bismack Biyombo,TOR,1,1,0,20.9,24,9,0,0,0,0,0,0,0,02%2F08%2F2016
Bobby Portis,CHI,1,0,1,20.3,25,18,1,0,2,2,1,4,4,02%2F08%2F2016
Bojan Bogdanovic,BKN,1,1,0,23,13,20,2,0,2,5,2,15.4,15.4,02%2F08%2F2016
Brandon Bass,LAL,1,0,1,32.4,28,28,2,0,7,4,2,7.1,7.1,02%2F08%2F2016
Brandon Jennings,ORL,1,0,1,18.9,37,40,2,1,3,4,3,5.4,8.1,02%2F08%2F2016
Brook Lopez,BKN,1,1,0,31.4,26,31,0,1,3,0,1,0,3.8,02%2F08%2F2016
Bruno Caboclo,TOR,1,1,0,1.7,0,1,0,0,0,0,0,0,0,02%2F08%2F2016
Bryce Dejean-Jones,NOP,1,1,0,12.4,14,16,2,0,3,4,2,14.3,14.3,02%2F08%2F2016
CJ McCollum,POR,1,1,0,38.1,41,57,6,0,8,13,6,14.6,14.6,02%2F08%2F2016
CJ Miles,IND,1,1,0,16.3,15,18,0,0,2,0,0,0,0,02%2F08%2F2016
Cameron Bairstow,DET,1,0,1,18.6,35,28,2,0,4,4,2,5.7,5.7,02%2F08%2F2016
Cameron Payne,OKC,1,1,0,21.2,29,30,4,1,5,8,4,13.8,13.8,02%2F08%2F2016
Channing Frye,CLE,1,1,0,5.5,8,7,0,0,2,0,0,0,0,02%2F08%2F2016
Chris McCullough,BKN,1,1,0,10.8,9,5,0,0,0,0,0,0,0,02%2F08%2F2016
Chris Paul,LAC,1,1,0,39.7,57,80,7,1,18,19,9,12.3,15.8,02%2F08%2F2016
Cody Zeller,CHA,1,1,0,19.7,16,12,1,0,4,6,2,6.3,12.5,02%2F08%2F2016
Cole Aldrich,LAC,1,1,0,10.3,14,9,0,0,1,0,0,0,0,02%2F08%2F2016
Cory Joseph,TOR,1,1,0,24.3,40,49,3,1,6,9,4,7.5,10,02%2F08%2F2016
Courtney Lee,CHA,1,0,1,24.7,29,29,1,0,2,2,1,3.4,3.4,02%2F08%2F2016
Cristiano Felicio,CHI,1,0,1,2,1,0,0,0,0,0,0,0,0,02%2F08%2F2016
D'Angelo Russell,LAL,1,0,1,32.3,64,69,5,0,11,14,6,7.8,9.4,02%2F08%2F2016
Damian Lillard,POR,1,1,0,42.7,64,84,5,2,10,13,7,7.8,10.9,02%2F08%2F2016
Damjan Rudez,MIN,1,0,1,9,12,8,0,0,0,0,0,0,0,02%2F08%2F2016
Danilo Gallinari,DEN,1,0,1,41.4,38,47,7,1,9,14,8,18.4,21.1,02%2F08%2F2016
Dante Cunningham,NOP,1,1,0,29.2,24,17,1,0,1,2,1,4.2,4.2,02%2F08%2F2016
Darren Collison,SAC,1,0,1,21.2,34,42,4,1,8,11,6,11.8,17.6,02%2F08%2F2016
Darrun Hilliard,DET,1,0,1,25.5,23,29,1,0,4,3,1,4.3,4.3,02%2F08%2F2016
DeAndre Jordan,LAC,1,1,0,42.7,56,30,1,0,5,0,0,1.8,0,02%2F08%2F2016
DeMar DeRozan,TOR,1,1,0,33.3,36,48,6,0,6,11,5,16.7,13.9,02%2F08%2F2016
DeMarcus Cousins,SAC,1,0,1,29.2,26,30,3,0,7,7,3,11.5,11.5,02%2F08%2F2016
Delon Wright,TOR,1,1,0,1.8,2,2,0,0,0,0,0,0,0,02%2F08%2F2016
Dennis Schroder,ATL,1,0,1,18.6,39,40,6,1,8,14,7,15.4,17.9,02%2F08%2F2016
Devin Booker,PHX,1,0,1,28.9,30,38,4,0,5,8,4,13.3,13.3,02%2F08%2F2016
Dewayne Dedmon,ORL,1,1,0,6.3,3,1,0,0,0,0,0,0,0,02%2F08%2F2016
Dion Waiters,OKC,1,1,0,40.8,11,21,4,0,3,9,4,36.4,36.4,02%2F08%2F2016
Donald Sloan,BKN,1,1,0,25.9,56,55,2,0,6,6,3,3.6,5.4,02%2F08%2F2016
Doug McDermott,CHI,1,0,1,31.9,18,22,0,1,1,0,1,0,5.6,02%2F08%2F2016
E'Twaun Moore,CHI,1,0,1,31.5,47,54,2,2,7,5,4,4.3,8.5,02%2F08%2F2016
Ed Davis,POR,1,1,0,25.6,31,12,3,0,4,6,3,9.7,9.7,02%2F08%2F2016
Elfrid Payton,ORL,1,1,0,41.4,80,94,7,1,14,16,8,8.8,10,02%2F08%2F2016
Emmanuel Mudiay,DEN,1,0,1,35.5,57,64,8,0,16,19,9,14,15.8,02%2F08%2F2016
Enes Kanter,OKC,1,1,0,24.4,31,15,0,0,0,0,0,0,0,02%2F08%2F2016
Ersan Ilyasova,ORL,1,0,1,27.8,34,27,0,0,1,0,0,0,0,02%2F08%2F2016
Evan Fournier,ORL,1,1,0,42.3,47,49,4,2,13,11,7,8.5,14.9,02%2F08%2F2016
Frank Kaminsky,CHA,1,1,0,18.8,25,15,0,0,1,0,0,0,0,02%2F08%2F2016
Gary Harris,DEN,1,0,1,39.6,21,23,1,0,2,3,1,4.8,4.8,02%2F08%2F2016
George Hill,IND,1,1,0,34.5,51,61,6,0,11,16,9,11.8,17.6,02%2F08%2F2016
Gerald Henderson,POR,1,1,0,35.4,18,19,1,1,0,3,2,5.6,11.1,02%2F08%2F2016
Glenn Robinson III,IND,1,1,0,12.6,14,13,0,0,1,0,0,0,0,02%2F08%2F2016
Gorgui Dieng,MIN,1,0,1,30.9,37,28,4,0,7,12,6,10.8,16.2,02%2F08%2F2016
Hollis Thompson,PHI,1,0,1,34.9,29,34,1,0,3,2,1,3.4,3.4,02%2F08%2F2016
Ian Mahinmi,IND,1,1,0,26.7,27,24,1,0,2,3,1,3.7,3.7,02%2F08%2F2016
Iman Shumpert,CLE,1,1,0,24.7,24,19,1,0,2,2,1,4.2,4.2,02%2F08%2F2016
Isaiah Canaan,PHI,1,0,1,24.8,29,28,2,0,3,5,2,6.9,6.9,02%2F08%2F2016
Ish Smith,PHI,1,0,1,33.4,72,85,5,0,15,15,7,6.9,9.7,02%2F08%2F2016
JJ Redick,LAC,1,1,0,38.9,23,40,2,0,6,5,2,8.7,8.7,02%2F08%2F2016
JR Smith,CLE,1,1,0,30.8,27,37,2,0,3,8,3,7.4,11.1,02%2F08%2F2016
JaMychal Green,MEM,1,0,1,12.8,15,6,0,0,0,0,0,0,0,02%2F08%2F2016
Jahlil Okafor,PHI,1,0,1,29.8,44,49,1,0,3,5,2,2.3,4.5,02%2F08%2F2016
Jamal Crawford,LAC,1,1,0,39.1,33,45,3,0,5,6,3,9.1,9.1,02%2F08%2F2016
James Anderson,SAC,1,0,1,16.8,7,9,1,0,2,2,1,14.3,14.3,02%2F08%2F2016
Jared Cunningham,CLE,1,1,0,3,3,6,0,0,0,0,0,0,0,02%2F08%2F2016
Jason Smith,ORL,1,1,0,22.3,28,28,1,0,1,2,1,3.6,3.6,02%2F08%2F2016
Jeff Green,LAC,1,0,1,38.6,28,31,1,0,2,4,1,3.6,3.6,02%2F08%2F2016
Jeff Teague,ATL,1,0,1,34.3,62,84,5,1,14,13,7,8.1,11.3,02%2F08%2F2016
Jerami Grant,PHI,1,0,1,33.4,34,25,2,0,5,5,2,5.9,5.9,02%2F08%2F2016
Jeremy Lamb,CHA,1,1,0,16.1,7,13,1,1,1,2,2,14.3,28.6,02%2F08%2F2016
Jeremy Lin,CHA,1,1,0,18.1,30,35,2,1,5,4,3,6.7,10,02%2F08%2F2016
Joe Johnson,MIA,1,1,0,29.6,42,44,8,1,12,19,9,19,21.4,02%2F08%2F2016
Joe Young,IND,1,1,0,13.5,29,35,0,0,7,2,2,0,6.9,02%2F08%2F2016
Joffrey Lauvergne,DEN,1,0,1,5.4,4,3,0,0,0,0,0,0,0,02%2F08%2F2016
Jonas Valanciunas,TOR,1,1,0,25.4,35,21,3,0,3,7,3,8.6,8.6,02%2F08%2F2016
Jordan Clarkson,LAL,1,0,1,32.9,31,38,2,0,6,5,2,6.5,6.5,02%2F08%2F2016
Jordan Hill,IND,1,1,0,21.3,34,25,1,0,5,3,1,2.9,2.9,02%2F08%2F2016
Jordan McRae,CLE,1,0,1,2.7,5,6,0,0,1,0,0,0,0,02%2F08%2F2016
Jrue Holiday,NOP,1,1,0,27.9,41,56,9,1,14,25,12,22,29.3,02%2F08%2F2016
Julius Randle,LAL,1,0,1,33.6,64,30,3,1,8,8,4,4.7,6.3,02%2F08%2F2016
Jusuf Nurkic,DEN,1,0,1,17.4,21,13,1,0,2,2,1,4.8,4.8,02%2F08%2F2016
Karl-Anthony Towns,MIN,1,0,1,29.3,43,31,1,0,3,2,1,2.3,2.3,02%2F08%2F2016
Kemba Walker,CHA,1,1,0,36.4,57,70,8,0,11,21,8,14,14,02%2F08%2F2016
Kenneth Faried,DEN,1,0,1,28.9,30,26,2,1,4,6,3,6.7,10,02%2F08%2F2016
Kent Bazemore,ATL,1,0,1,41,51,30,4,1,8,9,5,7.8,9.8,02%2F08%2F2016
Kevin Durant,OKC,1,1,0,38.3,33,44,3,1,9,12,6,9.1,18.2,02%2F08%2F2016
Kevin Love,CLE,1,1,0,27.9,48,37,2,1,4,5,3,4.2,6.3,02%2F08%2F2016
Kirk Hinrich,ATL,1,0,1,25.5,51,56,5,2,10,17,9,9.8,17.6,02%2F08%2F2016
Kobe Bryant,LAL,1,0,1,33.4,26,48,0,0,3,2,1,0,3.8,02%2F08%2F2016
Kosta Koufos,SAC,1,0,1,18.8,25,11,1,0,2,3,1,4,4,02%2F08%2F2016
Kyle Korver,ATL,1,0,1,35.9,31,33,4,0,4,10,4,12.9,12.9,02%2F08%2F2016
Kyle Lowry,TOR,1,1,0,37.8,62,76,7,0,12,19,8,11.3,12.9,02%2F08%2F2016
Kyle Singler,OKC,1,1,0,19.2,15,14,2,0,2,6,2,13.3,13.3,02%2F08%2F2016
Kyrie Irving,CLE,1,1,0,35,68,84,12,0,18,30,12,17.6,17.6,02%2F08%2F2016
Lance Stephenson,MEM,1,1,0,16.2,7,12,1,0,2,4,2,14.3,28.6,02%2F08%2F2016
Lavoy Allen,IND,1,1,0,17.8,23,13,0,0,2,0,0,0,0,02%2F08%2F2016
LeBron James,CLE,1,1,0,30.9,53,67,10,1,17,25,12,18.9,22.6,02%2F08%2F2016
Lou Williams,LAL,1,0,1,26.4,18,30,1,0,4,2,1,5.6,5.6,02%2F08%2F2016
Luc Mbah a Moute,LAC,1,1,0,23.1,25,11,1,0,1,3,1,4,4,02%2F08%2F2016
Lucas Nogueira,TOR,1,1,0,1.8,1,0,0,0,0,0,0,0,0,02%2F08%2F2016
Luis Scola,TOR,1,1,0,20.2,23,22,1,0,4,2,1,4.3,4.3,02%2F08%2F2016
Luke Babbitt,NOP,1,1,0,14.6,13,12,0,0,1,0,0,0,0,02%2F08%2F2016
Marc Gasol,MEM,1,0,1,11,18,21,2,0,3,4,2,11.1,11.1,02%2F08%2F2016
Marco Belinelli,SAC,1,0,1,26.2,14,21,1,1,2,3,2,7.1,14.3,02%2F08%2F2016
Marcus Morris Sr.,DET,1,0,1,36.8,50,39,6,1,11,10,6,12,12,02%2F08%2F2016
Mario Chalmers,MIA,1,0,1,23.5,39,48,3,1,8,7,4,7.7,10.3,02%2F08%2F2016
Mario Hezonja,ORL,1,1,0,32.3,36,36,3,0,5,6,3,8.3,8.3,02%2F08%2F2016
Markel Brown,BKN,1,1,0,24,25,33,2,0,4,5,2,8,8,02%2F08%2F2016
Markieff Morris,WAS,1,0,1,32.2,48,49,3,0,5,6,3,6.3,6.3,02%2F08%2F2016
Marvin Williams,CHA,1,1,0,29.6,49,32,0,0,1,0,0,0,0,02%2F08%2F2016
Mason Plumlee,POR,1,1,0,24.4,29,23,2,1,3,7,3,6.9,10.3,02%2F08%2F2016
Matt Barnes,MEM,1,0,1,27.6,39,27,2,0,3,4,2,5.1,5.1,02%2F08%2F2016
Maurice Harkless,POR,1,1,0,23.5,25,22,2,0,3,5,2,8,8,02%2F08%2F2016
Meyers Leonard,POR,1,1,0,12.8,16,12,0,0,2,0,0,0,0,02%2F08%2F2016
